source,unit,location_name,location_type,variable_name,variable_desc,collected_on,medium,value
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-08-14,water,24.8
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Sodium,Concentration of Sodium in water,2018-08-14,water,24.1
USGS Arizona Water Science Center,mg/l,"34.97926110000000,-112.6350306000000",point,Sodium,Concentration of Sodium in water,2018-06-13,water,335.0
USGS Arizona Water Science Center,mg/l,"34.86530556000000,-112.4296667000000",point,Sodium,Concentration of Sodium in water,2018-06-26,water,37.8
USGS Arizona Water Science Center,mg/l,"35.13658330000000,-112.5417222000000",point,Sodium,Concentration of Sodium in water,2018-06-25,water,518.0
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-07-19,water,6.04
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-11-27,water,6.05
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-12-11,water,6.07
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-02-08,water,6.22
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-09-27,water,6.25
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-02-22,water,6.26
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-10-31,water,6.26
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-03-08,water,6.41
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-04-13,water,6.46
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-10-15,water,6.46
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-01-25,water,6.48
USGS Arizona Water Science Center,mg/l,"34.92841667000000,-112.3982222000000",point,Sodium,Concentration of Sodium in water,2018-04-29,water,71.1
USGS Arizona Water Science Center,mg/l,"34.86694444000000,-112.4240278000000",point,Sodium,Concentration of Sodium in water,2018-06-11,water,81.1
USGS Arizona Water Science Center,mg/l,"34.89183330000000,-112.4102222000000",point,Sodium,Concentration of Sodium in water,2018-02-21,water,89.2
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-11-27,water,0.18
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-02-08,water,0.18
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-12-11,water,0.18
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-10-31,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-01-25,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-03-08,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-07-19,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-09-27,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-04-13,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-02-22,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-10-15,water,0.2
USGS Arizona Water Science Center,None,"34.85224160000000,-112.0659940000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-08-14,water,0.68
USGS Arizona Water Science Center,None,"34.86530556000000,-112.4296667000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-06-26,water,1.03
USGS Arizona Water Science Center,None,"34.92841667000000,-112.3982222000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-04-29,water,1.99
USGS Arizona Water Science Center,None,"34.86694444000000,-112.4240278000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-06-11,water,2.18
USGS Arizona Water Science Center,None,"34.89183330000000,-112.4102222000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-02-21,water,2.37
USGS Arizona Water Science Center,None,"35.13658330000000,-112.5417222000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-06-25,water,8.5
USGS Arizona Water Science Center,None,"34.97926110000000,-112.6350306000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-06-13,water,9.34
USGS Arizona Water Science Center,%,"34.85224160000000,-112.0659940000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-08-14,water,18.0
USGS Arizona Water Science Center,%,"34.86530556000000,-112.4296667000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-06-26,water,24.0
USGS Arizona Water Science Center,%,"34.92841667000000,-112.3982222000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-04-29,water,39.0
USGS Arizona Water Science Center,%,"34.86694444000000,-112.4240278000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-06-11,water,40.0
USGS Arizona Water Science Center,%,"34.89183330000000,-112.4102222000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-02-21,water,42.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-07-19,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-10-15,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-04-13,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-02-22,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-12-11,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-09-27,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-11-27,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-10-31,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-03-08,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-01-25,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-02-08,water,6.0
USGS Arizona Water Science Center,%,"35.13658330000000,-112.5417222000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-06-25,water,61.0
USGS Arizona Water Science Center,%,"34.97926110000000,-112.6350306000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-06-13,water,74.0
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-03-08,water,1.17
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-01-25,water,1.2
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-02-22,water,1.27
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-10-31,water,1.28
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-12-11,water,1.28
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-02-08,water,1.28
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-11-27,water,1.3
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-09-27,water,1.33
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-10-15,water,1.38
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-07-19,water,1.54
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-04-13,water,1.55
USGS Arizona Water Science Center,mg/l,"34.92841667000000,-112.3982222000000",point,Potassium,Concentration of Potassium in water,2018-04-29,water,2.31
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Potassium,Concentration of Potassium in water,2018-08-14,water,2.41
USGS Arizona Water Science Center,mg/l,"34.86530556000000,-112.4296667000000",point,Potassium,Concentration of Potassium in water,2018-06-26,water,2.72
USGS Arizona Water Science Center,mg/l,"34.89183330000000,-112.4102222000000",point,Potassium,Concentration of Potassium in water,2018-02-21,water,3.56
USGS Arizona Water Science Center,mg/l,"34.86694444000000,-112.4240278000000",point,Potassium,Concentration of Potassium in water,2018-06-11,water,3.64
USGS Arizona Water Science Center,mg/l,"35.13658330000000,-112.5417222000000",point,Potassium,Concentration of Potassium in water,2018-06-25,water,5.67
USGS Arizona Water Science Center,mg/l,"34.97926110000000,-112.6350306000000",point,Potassium,Concentration of Potassium in water,2018-06-13,water,6.75
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Barium,Concentration of Barium in water,2018-08-14,water,197.0
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Beryllium,Concentration of Beryllium in water,2018-08-14,water,0.12
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Cadmium,Concentration of Cadmium in water,2018-08-14,water,0.16
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Chromium,Concentration of Chromium in water,2018-08-14,water,3.2
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Copper,Concentration of Copper in water,2018-08-14,water,5.4
USGS Arizona Water Science Center,ug/l,"34.92841667000000,-112.3982222000000",point,Iron,Concentration of Iron in water,2018-04-29,water,11.7
USGS Arizona Water Science Center,ug/l,"34.97926110000000,-112.6350306000000",point,Iron,Concentration of Iron in water,2018-06-13,water,132.0
USGS Arizona Water Science Center,ug/l,"35.13658330000000,-112.5417222000000",point,Iron,Concentration of Iron in water,2018-06-25,water,20.5
USGS Arizona Water Science Center,ug/l,"34.86530556000000,-112.4296667000000",point,Iron,Concentration of Iron in water,2018-06-26,water,7370.0
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Lead,Concentration of Lead in water,2018-08-14,water,3.33
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Manganese,Concentration of Manganese in water,2018-08-14,water,84.0
USGS Arizona Water Science Center,ug/l,"34.89183330000000,-112.4102222000000",point,Manganese,Concentration of Manganese in water,2018-02-21,water,10.3
USGS Arizona Water Science Center,ug/l,"34.97926110000000,-112.6350306000000",point,Manganese,Concentration of Manganese in water,2018-06-13,water,20.2
USGS Arizona Water Science Center,ug/l,"34.92841667000000,-112.3982222000000",point,Manganese,Concentration of Manganese in water,2018-04-29,water,6.97
USGS Arizona Water Science Center,ug/l,"34.86694444000000,-112.4240278000000",point,Manganese,Concentration of Manganese in water,2018-06-11,water,8.32
USGS Arizona Water Science Center,ug/l,"34.86530556000000,-112.4296667000000",point,Manganese,Concentration of Manganese in water,2018-06-26,water,861.0
USGS Arizona Water Science Center,ug/l,"35.13658330000000,-112.5417222000000",point,Manganese,Concentration of Manganese in water,2018-06-25,water,8.62
USGS Arizona Water Science Center,ug/l,"34.92841667000000,-112.3982222000000",point,Strontium,Concentration of Strontium in water,2018-04-29,water,160.0
USGS Arizona Water Science Center,ug/l,"34.97926110000000,-112.6350306000000",point,Strontium,Concentration of Strontium in water,2018-06-13,water,270.0
USGS Arizona Water Science Center,ug/l,"34.89183330000000,-112.4102222000000",point,Strontium,Concentration of Strontium in water,2018-02-21,water,280.0
USGS Arizona Water Science Center,ug/l,"34.86694444000000,-112.4240278000000",point,Strontium,Concentration of Strontium in water,2018-06-11,water,300.0
USGS Arizona Water Science Center,ug/l,"34.86530556000000,-112.4296667000000",point,Strontium,Concentration of Strontium in water,2018-06-26,water,360.0
USGS Arizona Water Science Center,ug/l,"35.13658330000000,-112.5417222000000",point,Strontium,Concentration of Strontium in water,2018-06-25,water,600.0
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Zinc,Concentration of Zinc in water,2018-08-14,water,9.0
USGS Arizona Water Science Center,ug/l,"34.85224160000000,-112.0659940000000",point,Mercury,Concentration of Mercury in water,2018-08-14,water,0.007
USGS Arizona Water Science Center,mg/l,"36.78222380000000,-109.7156669000000",point,Calcium,Concentration of Calcium in water,2018-07-03,water,24.0
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Calcium,Concentration of Calcium in water,2018-06-27,water,40.1
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Calcium,Concentration of Calcium in water,2018-04-30,water,40.3
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Calcium,Concentration of Calcium in water,2018-08-30,water,41.8
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Calcium,Concentration of Calcium in water,2018-03-30,water,41.8
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Calcium,Concentration of Calcium in water,2018-09-10,water,42.1
USGS Arizona Water Science Center,mg/l,"34.91722220000000,-112.5494722000000",point,Calcium,Concentration of Calcium in water,2018-04-29,water,42.3
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Calcium,Concentration of Calcium in water,2018-05-08,water,42.8
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Calcium,Concentration of Calcium in water,2018-06-26,water,48.2
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Calcium,Concentration of Calcium in water,2018-04-19,water,49.5
USGS Arizona Water Science Center,mg/l,"34.86750000000000,-112.4283333000000",point,Calcium,Concentration of Calcium in water,2018-02-20,water,49.7
USGS Arizona Water Science Center,mg/l,"34.89502016000000,-112.3429468000000",point,Calcium,Concentration of Calcium in water,2018-06-12,water,51.2
USGS Arizona Water Science Center,mg/l,"34.86538889000000,-112.4263056000000",point,Calcium,Concentration of Calcium in water,2018-06-11,water,52.0
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Calcium,Concentration of Calcium in water,2018-06-12,water,53.8
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Calcium,Concentration of Calcium in water,2018-10-30,water,55.9
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Calcium,Concentration of Calcium in water,2018-02-12,water,56.0
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Calcium,Concentration of Calcium in water,2018-06-26,water,50.8
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Calcium,Concentration of Calcium in water,2018-04-19,water,51.5
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Calcium,Concentration of Calcium in water,2018-02-12,water,56.3
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Calcium,Concentration of Calcium in water,2018-10-30,water,57.1
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Calcium,Concentration of Calcium in water,2018-06-12,water,57.2
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Magnesium,Concentration of Magnesium in water,2018-08-30,water,23.2
USGS Arizona Water Science Center,mg/l,"34.91722220000000,-112.5494722000000",point,Magnesium,Concentration of Magnesium in water,2018-04-29,water,23.4
USGS Arizona Water Science Center,mg/l,"34.86750000000000,-112.4283333000000",point,Magnesium,Concentration of Magnesium in water,2018-02-20,water,23.6
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Magnesium,Concentration of Magnesium in water,2018-06-27,water,24.2
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Magnesium,Concentration of Magnesium in water,2018-09-10,water,24.7
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-06-12,water,24.8
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Magnesium,Concentration of Magnesium in water,2018-05-08,water,25.1
USGS Arizona Water Science Center,mg/l,"34.86538889000000,-112.4263056000000",point,Magnesium,Concentration of Magnesium in water,2018-06-11,water,25.3
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-10-30,water,25.5
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Magnesium,Concentration of Magnesium in water,2018-03-30,water,25.5
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-02-12,water,25.5
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Magnesium,Concentration of Magnesium in water,2018-04-30,water,25.6
USGS Arizona Water Science Center,mg/l,"34.89502016000000,-112.3429468000000",point,Magnesium,Concentration of Magnesium in water,2018-06-12,water,26.8
USGS Arizona Water Science Center,mg/l,"36.78222380000000,-109.7156669000000",point,Magnesium,Concentration of Magnesium in water,2018-07-03,water,3.86
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Magnesium,Concentration of Magnesium in water,2018-04-19,water,39.6
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Magnesium,Concentration of Magnesium in water,2018-06-26,water,42.3
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-02-12,water,25.1
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-10-30,water,25.6
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Magnesium,Concentration of Magnesium in water,2018-06-12,water,25.8
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Magnesium,Concentration of Magnesium in water,2018-04-19,water,40.5
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Magnesium,Concentration of Magnesium in water,2018-06-26,water,43.4
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Sodium,Concentration of Sodium in water,2018-06-12,water,23.1
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Sodium,Concentration of Sodium in water,2018-10-30,water,24.9
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Sodium,Concentration of Sodium in water,2018-02-12,water,26.1
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Sodium,Concentration of Sodium in water,2018-04-19,water,44.7
USGS Arizona Water Science Center,mg/l,"36.78222380000000,-109.7156669000000",point,Sodium,Concentration of Sodium in water,2018-07-03,water,5.16
